rid,producer
r32405,Logg
r32411,Cool-B
r32411,LOVE&DESTROY
r32425,Nippon Ichi Software
r32426,Dengeki Girl's Style
r32426,honeybee
r32431,Miel
r32432,Joou-sama Soft
r32432,S Underground
r32436,Konbuni
r32445,age
r32523,Outou Shobou In Side
r32525,Tanuki Soft
r32531,Pass Guard
r32552,Eroge Honpo
r32578,Eushully
r32581,Vanadis
r32595,Studio Kame
r32598,ALcot
r32617,agony/Kinshiiku
r32618,agony/Kinshiiku
r32619,agony/Kinshiiku
r32620,agony/Kinshiiku
r32634,NanaWind
r32647,INTERHEART
r32647,"Interheart Co., Ltd."
r32647,Interheart Cute
r32658,FLAT
r32663,KOEI TECMO
r32692,CYCLET
r32697,Softhouse-Seal
r32697,softhouse-seal GRANDEE
r32702,Black Lilith
r32706,hibiki works
r32781,ad:lib
r32788,Clochette
r32790,Champloo
r32790,Winters
r32791,ORCSOFT
r32809,Waffle
r32810,Rosebleu
r32812,Guilty
r32812,material
r32827,Sister Soft
r32837,ZIGZAG
r32844,NOVECT
r32865,Yoru no Hitsuji
r32870,Appetite
r32877,CDPA
r32896,4H
r32913,Atelier Kaguya
r32913,Atelier Kaguya TEAM Gassa-Q
r32941,Navel honeybell
r32942,Innocent Grey
r32963,Io
r32967,Project-μ
r32969,Selfish
r32971,NOVECT
r32973,NOVECT
r32976,NOVECT
r32978,Ume Soft
r33022,Atelier Sakura
r33031,Eroit
r33073,NITRO PLUS
r33077,GigasDrop.
r33077,MAGES.
r33078,Digital Cute
r33080,HAMHAM-SOFT
r33081,Otoko no Ko Club
r33084,RUNE
r33086,ivory
r33089,Nounai Kanojo
r33097,Mirage
r33098,Frillboy
r33100,"Design Factory Co., Ltd."
r33100,"Idea Factory Co., Ltd."
r33100,Otomate
r33102,Kadokawa Shoten
r33102,Vridge Inc.
r33114,Meromero Cute
r33118,Iris
r33120,"Design Factory Co., Ltd."
r33120,"Idea Factory Co., Ltd."
r33120,Otomate
r33122,MOONSTONE
r33128,C-Side
r33134,Smile Senki
r33150,Black Cyc
r33152,Sage
r33152,Sol-fa-soft
r33170,Palette
r33175,Appetite
r33176,Orbit
r33176,ROOT
r33180,May-Be SOFT
r33218,Circle Oshare
r33219,Sogna
r33225,NITRO CHiRAL
r33232,Tea Project
r33238,Atelier Sakura
r33238,Atelier Sakura Konmai Studio
r33242,Black Lilith
r33258,Eufonie
r33306,Team-Tanabe
r33326,Qoltores
r33327,Qoltores
r33329,Qoobrand
r33360,Eroro
r33368,Nighthawk
r33370,Nighthawk
r33373,Arc System Works
r33375,Kalmia8
r33385,CYCLET
r33392,Norn
r33393,BISHOP
r33400,ensemble
r33403,Atelier Kaguya
r33403,Atelier Kaguya HonkyTonk Pumpkin
r33418,"Idea Factory Co., Ltd."
r33418,Otomate
r33418,RED
r33425,"Idea Factory Co., Ltd."
r33425,Otomate
r33425,Rejet
r33431,Magic House
r33446,Otoko no Ko Soft
r33451,a.m.
r33460,Alice Soft
r33470,Kemco Corporation
r33476,Pachipachi Soft
r33481,QuinRose
r33492,a.m.
r33504,Gust
r33504,KOEI TECMO
r33506,NANACAN
r33519,Karin Chatnoir Ω
r33523,Sweet Heart
r33539,Gintou
r33554,Mechanical Eden
r33559,13cm
r33568,CORE
r33577,Caramel BOX
r33577,Hobibox
r33578,Ricotta
r33593,Mio
r33614,"CAPCOM Co., Ltd."
r33614,Level 5
r33627,"Idea Factory Co., Ltd."
r33627,Otomate
r33629,Silky's
r33639,Petit Pajamas
r33648,"Design Factory Co., Ltd."
r33648,"Idea Factory Co., Ltd."
r33648,Otomate
r33650,Champion Soft
r33651,"CAPCOM Co., Ltd."
r33662,Alice Soft
r33671,Alice Soft
r33673,Alice Soft
r33686,"Idea Factory Co., Ltd."
r33686,Otomate
r33686,Rejet
r33691,Nyantama
r33692,US8
r33716,Le.Chocolat de Monoceros
r33728,Guilty
r33760,Appetite
r33818,Pin-Point
r33909,eRONDO
r33912,Yukari
r33913,Puchiyu~mi
r33964,Tennenouji
r33969,Enka Boots
r33986,"Design Factory Co., Ltd."
r33986,"Idea Factory Co., Ltd."
r33986,Otomate
r33990,Yin-Yan honey
r33995,Waffle
r34014,JUNK or SKY
r34015,JUNK or SKY
r34022,D3PUBLISHER
r34022,Smart Kareshi
r34038,Nighthawk
r34041,mono mono
r34049,FAVORITE
r34051,winter sister
r34060,Rejet
r34061,Rejet
r34068,"Design Factory Co., Ltd."
r34068,"Idea Factory Co., Ltd."
r34068,Otomate
r34072,C: drive.
r34073,Overdose
r34078,TRYSET
r34078,TRYSET MAD
r34099,D.E.JUNK
r34130,Devil-seal
r34130,Softhouse-Seal
r34140,Fuguriya
r34170,undo
r34179,Dieselmine
r34187,Courreges Ace
r34189,Lune
r34191,GIGA
r34193,tone work's
r34198,Galette
r34209,Nighthawk
r34213,Pumpkin
r34228,SofthouseChara
r34269,MAGES.
r34269,Team Gris Gris
r34286,Petit
r34290,ESplus
r34290,WILD ROSE
r34328,Ammolite
r34330,Ankoku Marimokan
r34331,Escu:de
r34343,Kirue
r34343,Migikima
r34359,"Idea Factory Co., Ltd."
r34359,Otomate
r34364,CIRCUS
r34365,TinkleBell
r34367,TARHS Entertainment
r34378,Softhouse-Seal
r34380,VALKYRIA
r34381,Devil-seal
r34381,Softhouse-Seal
r34385,BLACK PACKAGE
r34385,Black Package Try
r34392,Innocent Grey
r34393,COMPILE HEART
r34393,STING
r34478,Fairytale
r34478,Kirara
r34481,Kisaki Shino
r34496,Mahoutsukai Soft
r34514,HEADROOM
r34543,Hulotte
r34550,Natsukon
r34551,Noesis
r34582,"Idea Factory Co., Ltd."
r34582,Otomate
r34582,Rejet
r34622,Doujin3aries
r34624,ANIM
r34624,ANIM.teamMM
r34630,Liquid
r34698,AKABEiSOFT3
r34705,Unison Shift
r34705,Unison Shift: Blossom
r34713,Venus
r34715,Atelier Sakura
r34717,Petit Pajamas
r34729,Tsugihagi Project
r34730,6COLORS
r34741,MorningStar
r34751,Lass
r34762,Lass
r34790,"Idea Factory Co., Ltd."
r34790,Otomate
r34841,Gintou
r34866,07th Expansion
r34868,Ammolite
r34873,Marble Candy Soft
r34880,CLOCKUP
r34908,ESplus
r34908,WILD ROSE
r34912,sprite
r34927,Ail
r34927,Ail [Team Soif]
r34941,K-DRIVE!
r34988,Kyapion
r35006,Koneko Soft
r35117,Softhouse-Seal
r35121,Kaijyu
r35130,Tabun Osoraku Kitto
r35142,h.m.p
r35142,Sepia
r35144,Mocking Soft
r35153,SMEE
r35165,School Love
r35178,Tabun Osoraku Kitto
r35179,Tabun Osoraku Kitto
r35180,Tabun Osoraku Kitto
r35181,Tabun Osoraku Kitto
r35183,Past Gadget
r35190,Tabun Osoraku Kitto
r35192,Tabun Osoraku Kitto
r35193,Tabun Osoraku Kitto
r35198,PULLTOP
r35201,Tabun Osoraku Kitto
r35210,Rainbowdimension
r35216,Cosmillica
r35236,CYCLET
r35242,ANIM
r35253,Shikisha
r35255,Terios
r35259,Parasol
r35278,Terios
r35288,a.m.
r35292,AZARASHI SOFTWARE
r35293,ADELTA
r35309,Witch
r35314,4H
r35333,Eroit
r35349,Escu:de
r35363,Ume Soft
r35365,ALcot Honey Comb
r35462,ChuableSoft
r35463,Softhouse-Seal
r35486,PichiPichi Gallery R
r35488,PichiPichi Gallery R
r35492,Marmalade
r35505,Frontwing
r35520,Madosoft
r35535,FrailSoft
r35536,Appetite
r35542,TRICK STAR
r35621,nichedge
r35661,Studio-74
r35694,Lump of Sugar
r35725,Autobahn
r35764,HACKMOCK
r35767,Eleonora
r35783,Mikazukimo
r35794,Sweet Basil
r35809,Miel
r35825,Atelier Kaguya
r35825,Atelier Kaguya BARE & BUNNY
r35844,PlatinaCross
r35860,Silky's Plus
r35860,Silky's Plus WASABI
r35861,honeybee
r35915,Gekidan Kinmirai
r35921,The Lotus
r35927,Kadokawa Shoten
r35927,Tyrell Laboratory Inc.
r35938,integral
r35995,Rejet
r36042,agony/Kinshiiku
r36049,Nounai Kanojo
r36050,Atelier Sakura
r36051,GIGA
r36073,Akatsuki WORKS
r36081,Nomad
r36167,ADELTA
r36170,Lilith Soft
r36172,winter sister
r36181,Galette
r36199,Devil-seal
r36199,Softhouse-Seal
r36204,Erectlip
r36209,MonstreCarameliser
r36238,Dieselmine
r36239,Kuro Irodoru Yomiji
r36248,Suimin Bougai
r36273,Black Camellia
r36277,MAGES.
r36281,Rosebleu
r36284,SGMJ
r36295,Red Label
r36298,Honeybee Black
r36300,"Idea Factory Co., Ltd."
r36300,Otomate
r36300,STING
r36302,Operetta Due
r36314,Mizukagami
r36319,Ume Soft
r36329,Bonnou Honpo
r36332,tJAPAN
r36334,Jewel Box
r36336,Gyakuryu-soft
r36415,Fire Works
r36421,UnderMoon
r36422,Melty Koubou
r36423,Melty Koubou
r36424,Melty Koubou
r36439,Silky's
r36451,Onomatope*
r36481,Miel
r36484,Atelier Sakura
r36486,TRYSET
r36486,TRYSET MAD
r36575,ApRicoT
r36583,Inohead Studio
r36599,Nomad
r36601,Atelier Kaguya
r36601,Atelier Kaguya HonkyTonk Pumpkin
r36624,PULLTOP
r36624,PULLTOP LATTE
r36629,CandySoft
r36631,Hina Soft
r36631,Kuro Hina
r36660,Minato Station
r36663,Chain-Reaction
r36668,BISHOP
r36670,Lass
r36718,"Design Factory Co., Ltd."
r36718,"Idea Factory Co., Ltd."
r36718,Otomate
r36723,dualtail
r36750,Dieselmine
r36783,Negative
r36785,Waffle
r36801,Hina Soft
r36801,Kuro Hina
r36848,Erectlip
r36860,Studio Farandole
r36866,VALKYRIA
r36868,Alice Soft
r36869,PULLTOP
r36870,Pachi Pachi Soft Kuro
r36872,S.R.L.
r36876,Astronauts
r36876,Astronauts: Comet
r36889,Cabbit
r36890,bootUP!
r36891,inre
r36896,Devil-seal
r36896,Softhouse-Seal
r36908,Uguisu Kagura
r36955,Black Lilith
r36986,Regulus
r37011,ensemble
r37012,LiLiM
r37015,Atelier Kaguya
r37015,Atelier Kaguya TEAM Gassa-Q
r37043,Champion Soft
r37056,Spindle
r37075,Kanna
r37090,CrossOver
r37094,Sol-fa-soft
r37113,ChuableSoft
r37127,SQUEEZ
r37130,HOOKSOFT
r37131,Kanna
r37136,Fly High
r37140,PichiPichi Gallery R
r37162,ALcot Honey Comb
r37168,Moe App
r37168,Sei Mikaeru Joshi Gakuen
r37169,Ammolite
r37171,CUBE
r37191,Pako Pako Soft
r37240,Mucus
r37265,Liar-soft
r37314,atelier773
r37333,TOIKIN
r37334,CHARON
r37368,La'cryma
r37368,MAGES.
r37372,PIL/SLASH XXX
r37399,NEKO WORKs
r37405,CLOCKUP
r37435,Navel
r37437,Saccharin
r37441,FOG
r37441,Nippon Ichi Software
r37441,O-TWO inc.
r37441,Sound Media
r37477,BaseSon Light
r37485,Travelmin
r37491,FOG
r37491,O-TWO inc.
r37500,Devil-seal
r37500,Softhouse-Seal
r37510,CHARON
r37578,Curott
r37598,tangentθ
r37601,LoveDelivery
r37604,Ekikon Kenkyuukai
r37607,AKABEiSOFT2
r37629,light
r37632,Kaerinokai2
r37633,Kaerinokai2
r37634,Kaerinokai2
r37635,Kaerinokai2
r37636,Kaerinokai2
r37637,Kaerinokai2
r37642,FruitsJam
r37644,Catalyst
r37648,Etoiles
r37651,KONAMI
r37660,Pomera Studios
r37662,1010
r37663,GIGA
r37670,tJAPAN
r37677,Misakura Nankotsu Harthnir
r37685,Minato Soft
r37694,Miel
r37733,TAKUYO
r37734,Honeybee Black
r37742,Dieselmine
r37763,MOONSTONE
r37774,CHARON
r37780,A'sRing
r37785,SABER FISH
r37797,Whirlpool
r37807,Pin-Point
r37813,Frontwing
r37834,D3PUBLISHER
r37837,minori
r37839,"Design Factory Co., Ltd."
r37839,"Idea Factory Co., Ltd."
r37839,Otomate
r37859,feng
r37897,Minato Soft
r37903,Appetite
r37909,Altair Software
r37912,Frillboy
r37942,Team YokkyuFuman
r37942,Touhoku Penet Inc.
r37945,Team YokkyuFuman
r37945,Touhoku Penet Inc.
r37946,Team YokkyuFuman
r37946,Touhoku Penet Inc.
r37947,Team YokkyuFuman
r37947,Touhoku Penet Inc.
r37963,Mucus
r37984,Dorill
r37989,Unison Shift
r37989,Unison Shift: Blossom
r38003,Neoniro
r38005,Hudson Soft
r38005,RED
r38011,Ekikon Kenkyuukai
r38013,CYCLET
r38015,NekoNeko Soft
r38020,Falstaff
r38020,TRIFACT
r38027,Artemis.
r38028,Shiritsu Sakuranbo Shougakkou
r38047,Matatabi
r38048,Kogado Studio
r38051,Erectlip
r38061,Astronauts
r38061,Astronauts: Comet
r38077,Minato Carnival
r38087,honeybee
r38090,Yoru no Hitsuji
r38093,Crooked Navel
r38097,Ume Soft
r38100,Acacia Soft
r38102,Actress
r38104,Ail
r38104,Ail [Team Riva]
r38132,TOUCHABLE
r38134,"F&C Co., Ltd."
r38134,RED-ZONE
r38134,Shall Luck Plus
r38158,Lamia
r38162,Harinezumi Koubou
r38188,OperaHouse
r38189,OperaHouse
r38195,OperaHouse
r38195,XING Inc.
r38198,OperaHouse
r38212,Mujintou
r38215,Gekidan Kinmirai
r38234,MintCUBE
r38275,Minato Soft
r38282,Yabusame
r38287,ApRicoT
r38293,Stage-nana
r38299,light
r38302,Human Club
r38302,Human Entertainment
r38304,Human Club
r38304,Human Entertainment
r38309,Neco-inco
r38310,Nighthawk
r38311,Nighthawk
r38312,Nighthawk
r38317,Yuzusoft
r38319,Purple software
r38321,Kidnap Company
r38386,Digital G Power
r38432,Caramel BOX
r38449,Devil-seal
r38449,Softhouse-Seal
r38458,M no Jikan
r38466,Peaky
r38467,Tougenkyo
r38474,Otoko no Ko Jidai
r38497,Naxat Soft
r38499,ILLUSION
r38501,Rejet
r38520,Primula
r38528,Insync
r38530,Waffle
r38544,Joou-sama Soft
r38579,Dogenzaka Lab
r38579,"M2 Co., Ltd."
r38586,"Freeway Co., Ltd."
r38586,SEACOXX
r38620,Libre
r38708,Dennou Club
r38729,nichedge
r38741,FreakilyCharming
r38751,Atelier Sakura
r38758,Silica Gel
r38764,Escu:de
r38765,GIGA
r38773,LevoL
r38818,Apple Pie
r38825,Apple Pie
r38826,Nikui Anchikushou
r38828,KSS Inc.
r38828,Nihon Softsystem
r38828,Zero System
r38835,Black Camellia
r38855,Eushully
r38856,Business Partner
r38856,Studio Ubai
r38857,Jinsei Tsuukoudome
r38869,NostalgicChord
r38871,Applique
r38872,SAGA PLANETS
r38874,ensemble
r38884,Kumys
r38895,Alice Soft
r38903,Yakiniku Banzai!
r38915,a.m.
r38916,a.m.
r38918,a.m.
r38918,TEAM HATSUSHIBA
r38931,Lune
r38956,Hituzigumo
r38993,Spindle
r39013,1micron
r39035,Mink EGO
r39042,Sumica.
r39057,MNOK
r39080,One-up
r39108,Team-Tanabe
r39111,Erectlip
r39118,3Daisy
r39120,Nighthawk
r39220,hibiki works
r39265,Aromarie
r39282,Dengeki Girl's Style
r39282,Kadokawa Shoten
r39282,Vridge Inc.
r39289,elf
r39301,Marmalade
r39311,Torotoro Resistance
r39320,PULLTOP
r39320,PULLTOP Air
r39325,Mirai
r39330,honeybee
r39333,ASa Project
r39334,Spindle
r39340,B-luster
r39341,Appetite
r39363,Astronauts
r39363,Astronauts: Sirius
r39365,Ammolite
r39366,Atelier Sakura
r39375,Namaage
r39378,elf
r39383,Stray Moon
r39386,inspire
r39388,inspire
r39406,Tougenkyo
r39434,Milk Boy
r39455,Appetite
r39551,FAVORITE
r39563,ORCSOFT
r39572,Sweet Heart
r39588,Heart Bringan
r39600,COMPILE HEART
r39600,STING
r39632,Heiantei
r39651,Mikazukimo
r39685,Suisen
r39694,winter sister
r39695,winter sister
r39697,mint wings
r39706,Gemini Works
r39716,Sapphism
r39730,AQUAPLUS
r39730,STING
r39743,CYCLET
r39751,Lump of Sugar
r39767,Musashi no Mozart
r39793,Fan-na
r39795,BL Japan
r39798,6COLORS
r39804,FUCKSOFT
r39809,Shiritsu Sakuranbo Shougakkou
r39815,FUCKSOFT
r39818,FUCKSOFT
r39828,Saisei Kishidan
r39829,WILD ROSE
r39846,Studio Charen
r39890,ALICE IN DISSONANCE
r39890,Sekai Project
r39896,Princess Crown
r39907,Nounai Kanojo
r39911,Lusterise
r39917,"Idea Factory Co., Ltd."
r39917,Otomate
r39917,Rejet
r39924,TEAM HATSUSHIBA
r39926,TEAM HATSUSHIBA
r39936,Sakaji Mono
r39991,Youkai Tamanokoshi
r40001,Kuronyan
r40010,Pure More
r40024,Gekidan Kinmirai
r40034,SMEE
r40038,Pink Chuchu
r40045,eRONDO
r40051,Misakura Nankotsu Harthnir
r40063,ANIM
r40063,ANIM Mother & Wife
r40065,Miel
r40066,Eroit
r40077,Clip House
r40078,"Imagineer Co., Ltd."
r40082,MediaWorks
r40103,VENUS
r40146,Escu:de
r40147,Black Package Try
r40166,elf
r40188,orange heart
r40201,Key
r40218,Gintou
r40239,Stella Worth
r40249,MAGES.
r40249,UNICO Inc.
r40289,Satou Ama
r40326,Kuro Irodoru Yomiji
r40339,Kurosuishou
r40356,"F&C Co., Ltd."
r40356,RED-ZONE
r40356,Shall Luck Plus
r40394,Ekikon Kenkyuukai
r40396,Ekikon Kenkyuukai
r40406,ensemble
r40409,Soft Circle Courreges
r40423,Eishoudou
r40441,Herencia
r40479,Herencia
r40481,Erojishigumi
r40509,Gyaru Prince
r40515,"Idea Factory Co., Ltd."
r40515,Otomate
r40516,Daisy2
r40519,NanaWind
r40520,Bug System
r40521,Frill
r40522,Galette
r40524,Will Tame
r40535,ALcot
r40543,Empress
r40551,Ookina Kodomo no Omochabako
r40605,Nighthawk
r40606,Nighthawk
r40613,Nighthawk
r40614,Nighthawk
r40628,Black Lilith
r40630,Sei Mikaeru Joshi Gakuen
r40692,"Design Factory Co., Ltd."
r40692,"Idea Factory Co., Ltd."
r40692,Otomate
r40712,Grand Cross
r40727,Silky's Plus
r40727,Silky's Plus A5 Wagyuu
r40728,Triangle
r40751,CIRCUS
r40770,WendyBell
r40775,Cocktail Soft
r40775,Kirara
r40818,NEKO WORKs
r40824,Orange Yell
r40872,Winters
r40893,MASURAO
r40895,Studio+7
r40902,Manbou Goya
r40910,Cocktail Soft
r40910,Kirara
r40914,B-cluster
r40916,B-cluster
r40918,SGMJ
r40921,Softhouse-Seal
r40975,D3PUBLISHER
r40975,HuneX
r40977,D3PUBLISHER
r40977,Witchcraft
r41005,3rdEye
r41027,Business Partner
r41027,Liar-soft
r41039,ANIM
r41039,ANIM.teamMM
r41046,TinkerBell
r41090,4H
r41111,D3PUBLISHER
r41111,HuneX
r41112,Ka*Kuu
r41123,Appetite
r41126,agony/Kinshiiku
r41132,ensemble SWEET
r41138,agony/Kinshiiku
r41139,agony/Kinshiiku
r41140,Atelier Sakura
r41143,Chain-Reaction
r41144,Cosmillica
r41148,AKABEiSOFT3
r41184,orange heart
r41187,GriMo+
r41189,GriMo+
r41217,KOEI TECMO
r41238,Cosmillica
r41327,Peaky
r41346,FlyingShine Kotobuki
r41363,Yuusha Kandenchi
r41373,Falstaff
r41373,Frontwing
r41384,Tanuki Soft
r41396,Alchemist
r41419,Marble Candy Soft
r41433,Frontwing
r41438,Atelier Kaguya
r41438,Atelier Kaguya HonkyTonk Pumpkin
r41440,Erectlip
r41451,VALKYRIA
r41482,Digital G Power
r41495,D3PUBLISHER
r41495,RED
r41498,Chelsea Soft
r41499,DWARFSOFT
r41499,ORCSOFT
r41502,KAGA CREATE
r41509,CandySoft
r41513,Pachipachi Soft
r41515,Princess Sugar
r41548,Gummy Soft
r41641,Ammolite
r41642,Erectlip
r41643,Red Rebel
r41647,Honey Mary
r41675,Norn
r41696,elf
r41735,elf
r41802,Nekobanana
r41829,DataWest
r41839,Soft Studio Wing
r41874,Alice Soft
r41938,LYCORIS
r41990,Silence
r41990,Takeru
r41992,Silence
r41992,Takeru
r41999,4H
r42035,Gyuunyuu Soft
r42037,Navel
r42039,Smile
r42044,Kuri Pick
r42057,Beelzebub
r42103,Astronauts
r42103,Astronauts: Comet
r42108,Innocent Grey
r42112,ANIM
r42112,ANIM Mother & Wife
r42131,"Design Factory Co., Ltd."
r42131,"Idea Factory Co., Ltd."
r42131,Otomate
r42132,"Idea Factory Co., Ltd."
r42132,Otomate
r42144,Ume Soft
r42196,Nighthawk
r42213,Sobabu
r42238,CandySoft
r42239,Erectlip
r42240,Appetite
r42241,Atelier Sakura
r42241,Atelier Sakura eXtra
r42252,Sur De Wave
r42252,Takeru
r42318,Luna Soft
r42323,Luna Soft
r42328,Yoru no Hitsuji
r42350,AKABEiSOFT3
r42373,Silky's
r42376,Silky's
r42424,"CAPCOM Co., Ltd."
r42434,"CAPCOM Co., Ltd."
r42446,JANIS
r42446,Studio Jikkenshitsu
r42454,feng
r42459,PichiPichi Gallery R
r42461,PichiPichi Gallery R
r42511,Beluga Computer
r42511,Japan Home Video
r42527,Yoru no Hitsuji
r42538,"Idea Factory Co., Ltd."
r42538,Otomate
r42538,Toybox Inc.
r42555,"CAPCOM Co., Ltd."
r42559,Studio Charen
r42628,Chain-Reaction
r42636,Studio Ero House
r42640,Tamamo Studio
r42646,Fairytale
r42646,IDES
r42652,SAWRED
r42660,Dieselmine
r42670,ChuableSoft
r42672,CYCLET
r42693,Atelier Kaguya
r42693,Atelier Kaguya Cheshire cat
r42709,honeybee
r42719,Clochette
r42738,Mankai Seisakujo
r42773,FuRyu Corporation
r42791,Arrow Soft
r42791,Micro Cabin
r42801,GLace
r42819,"Design Factory Co., Ltd."
r42819,"Idea Factory Co., Ltd."
r42819,Otomate
r42823,MariaCrown
r42839,Ekikon Kenkyuukai
r42880,Nighthawk
r42904,Waffle
r42925,B-luster
r42967,NITRO PLUS
r42968,Windmill
r42969,Us:track
r42985,Atelier Sakura
r42993,Uzumeya Honpo
r43016,CuteRush
r43034,Key
r43034,VISUAL ARTS
r43077,Marble Candy Soft
r43078,Campus
r43079,SAMOYED SMILE
r43081,Nighthawk
r43087,Erectlip
r43092,Appetite
r43102,Life a Little
r43108,F&C FC01
r43108,Piacci
r43112,Q-X
r43129,Fairytale
r43129,"F&C Co., Ltd."
r43147,NOVECT
r43150,Bandai Namco Entertainment Inc.
r43167,Cigalette Soft
r43168,CLOCKUP
r43193,bootUP!
r43215,MIN
r43215,Takeru
r43217,MIN
r43217,Takeru
r43224,Limit-Max
r43233,Ume Soft
r43263,Business Partner
r43263,Liar-soft
r43265,Sage
r43269,elf
r43305,Marmalade
r43317,ensemble
r43319,PURPLE HEART
r43382,Nippon Ichi Software
r43391,MAGES.
r43396,Blue Gale
r43398,Onomatope*
r43405,SEACOXX
r43405,SkyFish
r43419,Digital Cute
r43422,PULLTOP
r43423,Jitaku Studio
r43429,Silky's Sakura
r43431,agony/Kinshiiku
r43440,Shiritsu Sakuranbo Shougakkou
r43459,Alice Soft
r43480,C-CUBE
r43491,Minato Soft
r43492,STUDIO TRIUMPH
r43506,Lump of Sugar
r43507,Soup
r43542,CLOCKUP
r43556,MOON GODDESS
r43557,MOON GODDESS
r43562,MOON GODDESS
r43579,inspire
r43580,Doujin3aries
r43620,Hulotte
r43629,Yakiniku Banzai!
r43646,aomizuan
r43653,Digital G Power
r43654,Gekidan Kinmirai
r43674,Erectlip
r43677,Carol Works
r43682,Appetite
r43685,Inohead Studio
r43691,Ammolite
r43720,Lusterise
r43723,BISHOP
r43725,age
r43753,RadicalBlackSmith
r43755,Mogura Tengu
r43780,DWARFSOFT
r43780,ORCSOFT
r43784,Will Tame
r43788,Will Tame
r43802,Miel
r43859,CYCLET
r43861,Galette
r43863,Nighthawk
r43876,Fuguriya
r43877,Whitesoft
r43885,ALcot Honey Comb
r43888,AZARASHI SOFTWARE
r43904,AKABEiSOFT3
r43912,CATTLEYA
r43934,Caramel BOX
r43943,ninetail
r43950,Lass
r43950,Lass Lunatic
r43961,Eushully
r43968,Waffle
r43969,light
r43970,Waffle
r43972,Waffle
r43974,Waffle
r43975,Waffle
r43976,Waffle
r44044,Arai Koh Create Office
r44044,YOX-Project
r44060,Black Lilith
r44073,DMM GAMES
r44093,Circle Oshare
r44106,Lune
r44107,Nounai Kanojo
r44120,Atelier Kaguya
r44120,Atelier Kaguya TEAM Gassa-Q
r44122,BABEL
r44153,Stage-nana
r44177,Tougenkyo
r44200,Aries
r44201,ALcot
r44213,Fuguriya
r44223,CHARON
r44250,Palette Qualia
r44251,Studio Ryokucha
r44255,Kagura Dou
r44256,cutlass
r44273,Appetite
r44275,Studio Beast
r44278,MAXAL
r44301,Madosoft
r44307,Denpasoft
r44307,NEKO WORKs
r44311,minori
r44361,ROSEVERTE
r44376,Hadashi Shoujo
r44378,Xuse
r44460,Amagasa Higasa Jimusho
r44480,ROSEVERTE
r44489,Ookina Kodomo no Omochabako
r44499,Frontwing
r44500,Frontwing
r44519,mizunono
r44562,Kuro Irodoru Yomiji
r44646,Miel
r44648,initial
r44672,Yoru no Hitsuji
r44718,Applique
r44728,Appetite
r44742,Digital G Power
r44744,ANIM
r44744,ANIM Mother & Wife
r44776,"Idea Factory Co., Ltd."
r44776,Otomate
r44777,"Idea Factory Co., Ltd."
r44777,Otomate
r44785,Kanshin Soft
r44789,CUBE
r44790,Fiction7
r44800,Nomad
r44801,CIRCUS
r44806,PULLTOP
r44810,Dieselmine Mf
r44815,Whirlpool
r44819,agony/Kinshiiku
r44822,Ater
r44844,Blue Gale
r44848,Negative Gang
r44856,CYCLET
r44860,Hearts
r44862,Nighthawk
r44878,LiLiM DARKNESS
r44889,Rascou
r44897,7-FIELD
r44901,HARUKAZE
r44905,Heiantei
r44916,Appetite
r44920,Apadash
r44922,Appetite
r44998,Digital G Power
r45010,Atelier Kaguya
r45010,Atelier Kaguya HonkyTonk Pumpkin
r45014,Eroit
r45015,ANIM
r45024,NOVECT
r45025,NIGORO
r45025,NOVECT
r45026,NOVECT
r45031,Honeybee Black
r45035,Chloro
r45036,Chloro
r45053,MOONSTONE
r45056,Mada Koubou
r45062,Kalmia8
r45063,Shinjita Baka ga Ore Datta
r45065,SkyFish poco
r45066,More
r45068,Palette
r45069,ensemble
r45080,Sage
r45086,Rejet
r45137,MAGES.
r45137,Regista
r45148,HuneX
r45151,Miel
r45152,CLOCKUP
r45157,Silky's Plus
r45157,Silky's Plus WASABI
r45179,Noraneko Kikaku
r45180,Atelier Sakura
r45181,Igrasil Studio
r45182,Darkness Pot
r45182,"Interheart Co., Ltd."
r45198,Carbohydrate
r45204,Sol-fa-soft
r45226,Tougenkyo
r45240,D3PUBLISHER
r45244,Frontwing
r45247,Hudson Soft
r45247,RED
r45247,"Will Co., Ltd."
r45262,D3PUBLISHER
r45262,Hituzigumo
r45275,No~Strike
r45291,Sol-fa-soft
r45294,Sol-fa-soft
r45299,Business Partner
r45299,Liar-soft
r45300,Sol-fa-soft
r45303,hibiki works
r45311,Swaneye
r45323,Drei
r45338,AKABEiSOFT3
r45339,More
r45341,VALKYRIA
r45359,Appetite
r45362,Appetite
r45364,GIGA
r45373,Appetite
r45378,Frontwing
r45382,ensemble
r45388,Dieselmine Mf
r45400,4th cluster
r45400,Dogenzaka Lab
r45407,Lune
r45456,Melty Cherry
r45462,Lose
r45464,Black Cyc
r45519,NITRO PLUS
r45527,Kotoba Asobi
r45533,Pinklover
r45567,UnicoЯn
r45589,Miel
r45593,ωstar
r45612,PARTICLE
r45613,Eroit
r45614,Studio Pork
r45617,Nijiiro Bambi
r45638,Atelier Sakura
r45638,Atelier Sakura eXtra
r45652,purgatory
r45653,purgatory
r45654,purgatory
r45655,purgatory
r45661,purgatory
r45662,purgatory
r45663,purgatory
r45665,purgatory
r45666,purgatory
r45667,purgatory
r45673,K2Cee
r45711,Tangerine
r45713,ChuableSoft
r45717,4H
r45733,Langmaor
