vn_id,rid,vn_title,age_rating,vn_length_str,vn_length_h,has_anime,is_nukige
v29313,r791,Welcome to AnzU!,18,0-2 h,0.433,f,t
v29314,r75711,"Kyonyuu Onna Shikan Sennou Saimin ""Omae no You na Otoko no Meirei ni Shitagau Wake ga Nai Darou""",18,Unknown,28.583,t,t
v29329,r74875,Kekkon Seikatsu o Mamoru Tame ni Dairi Kozukuri de Netori Ana Yome ni Sareru Niizuma,18,0-2 h,12.588,f,t
v29368,r76495,Kirakira Stars -idol project Reika-,0,0-2 h,2.626,f,f
v29383,r75712,Meikei no Lupercalia,18,10-30 h,25.742,f,f
v29391,r75453,Delete,18,Unknown,11.550,f,f
v29399,r75139,Joushiki Kaihen! Bakunyuu Bosei Tomo Mama to Kozukuri Homestay! ~Donna Ero Hidoi Koto mo Ukeirete Kureru Boku Sen'you no Kozukuri Onaho Mama~,18,0-2 h,1.158,f,t
v29402,r76215,Glass Hime to Kagami no Juusha,18,10-30 h,28.050,f,f
v29403,r75149,Orihime ~Gokujou no Mirai wa Ore no Mono~,18,Unknown,12.167,f,t
v29404,r79391,Suteki na Kanojo no Tsukurikata,18,2-10 h,3.039,f,f
v29406,r75165,Omae no Supacha de Sekai o Sukue,0,0-2 h,1.300,f,f
v29407,r75166,Psychokinesis,15,0-2 h,0.367,f,f
v29408,r104022,Kanojo wa Toki no Neji o Gyakumuki ni Mawashita,0,0-2 h,0.244,f,f
v29439,r75299,Kanojo no Okaa-san ga Kanojo Yori Attouteki ni Ii Onna de Gaman Dekinai!!,18,2-10 h,4.317,f,t
v29443,r94965,Tsui no Stella,0,2-10 h,10.432,f,f
v29444,r85220,LUNARiA -Virtualized Moonchild-,0,2-10 h,8.049,f,f
v29445,r79414,LOOPERS,0,2-10 h,6.426,f,f
v29466,r75354,Abnormal Heart,15,0-2 h,4.717,f,f
v29473,r75368,Venus Blood -AfterDays- Episode:5 Onsen'yado no Shugo Megami,18,Unknown,1.014,f,t
v29474,r75370,Venus Blood -AfterDays- Episode:6 Koukyuu no Zettai Kami,18,Unknown,0.811,f,t
v29475,r75371,Venus Blood DarkChronicle Episode:2 Konton ni Ochiru Hahako Kami,18,0-2 h,0.887,f,t
v29482,r75390,Isekai Sakaba no Sextet ~Vol.1 New World Days~,17,2-10 h,4.226,f,f
v29518,r75947,Tensei Shitenai Akuyaku Reijou wa Mada Unmei o Shiranai,0,0-2 h,0.533,f,f
v29521,r85413,Watashi no Yuusha-chan ga!,0,0-2 h,0.350,f,f
v29522,r75510,Cat×Cage,0,0-2 h,0.667,f,f
v29547,r75595,Otona Chinpo to Mesugaki Succubus-chan,18,Unknown,0.667,f,f
v29581,r75703,Otto o Aisuru Bakunyuu Hitozuma-tachi ga Toshishita no Saru Seiyoku ni Jurin sarete Tsugou no ii Harami Omocha ni Ochiru Made,18,Unknown,3.521,f,t
v29621,r75805,Cosplay Shoujo no Michikusa ~T●fa Ojoku Hen~,18,Unknown,0.500,f,t
v29638,r77473,Kyokugen Chikan Tokuiten 2 - Chikan no Shoumei,18,10-30 h,13.392,f,t
v29640,r75849,Hifuu Fragment,0,Unknown,7.050,f,f
v29641,r75850,Uwaki o Barenai You ni Suru Game,12,0-2 h,0.375,f,f
v29661,r75912,Shuuen no Virche -ErroR:salvation-,17,50+ h,56.272,f,f
v29662,r76624,Yukiiro Sign,18,10-30 h,21.502,f,f
v29666,r78711,Umi to Yuki no Cyan Blue,18,10-30 h,26.456,f,f
v29667,r78821,Yubisaki Connection,18,10-30 h,23.839,f,f
v29698,r75983,Itoshi no Frankenstein,15,2-10 h,8.000,f,f
v29699,r75984,Yume mo Sugara Hana Arashi,0,2-10 h,1.183,f,f
v29700,r75986,Kowai Heya,15,0-2 h,0.883,f,f
v29724,r83564,9-nine- Shinshou,0,2-10 h,3.835,f,f
v29733,r76093,Kagura Reimeiki ~Natsu no Shou~,18,Unknown,5.763,f,f
v29734,r76098,Okusuri Nonde mo Naoranai,15,0-2 h,0.283,f,f
v29741,r76685,Imouto ga Saimin Appli o Tsukatte Kita,18,0-2 h,3.283,f,t
v29749,r78842,Ikinari Succubus ~Icha Love Sakusei Life~,18,0-2 h,1.250,f,f
v29759,r73830,Ai Kiss 2 - Shinnyuusei wa Osuki Desu ka?,18,0-2 h,1.050,f,f
v29760,r76147,Shinjin 22-sai no Onee-chan Ura Mono AV Debut!! Saitou Hanako,18,Unknown,2.500,f,t
v29761,r106531,Prima Doll: Fuyuzora Hanabi / Sekka Mon'you,0,Unknown,5.088,t,f
v29776,r76182,Ukubata Tei no Roku Tengu,0,2-10 h,5.083,f,f
v29779,r76191,Saimin Gakushuu -Secret Desire-,18,2-10 h,6.295,f,t
v29781,r76199,Shinsei Kourin Dacryon ~Tadashii Tenshi no Sodatekata~,18,2-10 h,9.250,f,f
v29782,r76202,Igyou Byoutou SILENCE OF THE DAMNED,18,0-2 h,1.000,f,f
v29795,r90362,Loose Lips(1979-1985),15,Unknown,0.217,f,f
v29806,r76283,"Kodoku na Neko Shoujo o Hirotte Hajimaru, Iyashi no Kozukuri Seikatsu",18,2-10 h,1.524,f,t
v29822,r76309,Zettai Saikyou Ore-sama HERO ~Oshioki wa Nakadashi Da!~,18,0-2 h,5.183,f,t
v29834,r76340,"Hametsu Yotei no Akushinkan, Akuyaku Reijou to Onna Shujinkou o Niku Benki ni Shite Subete o Te ni Ireru",18,Unknown,1.272,f,t
v29837,r76347,Misuzu no Kuni,0,0-2 h,2.423,f,f
v29842,r3995,Rance VI Sonogo,18,0-2 h,1.996,f,f
v29843,r76369,Ajisai Shiyou ka!,0,2-10 h,5.008,f,f
v29845,r76378,"NATURALCORDE -Aiyoku no Iro ni Somerarete, Watashi wa Arugamama no Jibun ni Naru-",18,Unknown,4.917,f,t
v29850,r76395,Glass no Naka no Hotaru,18,Unknown,2.583,f,f
v29865,r81778,Heroine wa Tomodachi Desu ka? Koibito Desu ka? Soretomo Tomefure Desu ka? Second,18,Unknown,31.403,f,f
v29870,r77642,Yuri Love Slave: Watashi dake no Iinchou,18,Unknown,2.367,f,f
v29871,r99858,BUSTAFELLOWS Season 2,15,Unknown,48.250,f,f
v29872,r80898,Amayui Labyrinth Meister,18,50+ h,105.210,f,f
v29881,r76480,Nightmare x Vampire ~Fukushuu no Inferno~,18,2-10 h,7.329,f,t
v29884,r79470,"Happy Live, Show Up!",18,30-50 h,30.725,f,f
v29889,r79114,Go-toubun no Hanayome ∬ ~Natsu no Omoide mo Go-toubun~,12,10-30 h,7.633,t,f
v29902,r76577,Sakura-iro Dreamer,0,0-2 h,0.748,f,f
v29905,r76593,Fuuraiki 4,15,Unknown,76.783,f,f
v29906,r77659,Kimi wa Yukima ni Koinegau,15,30-50 h,48.098,f,f
v29909,r76604,Motto! Haramase! Honoo no Oppai Isekai Chou Ero ♥ Succubus Gakuen!,18,10-30 h,23.147,f,t
v29911,r76615,Megasuki! ~Kanojo to Boku no Megane Jijou~ Amou Haruka Hen,18,2-10 h,1.450,f,f
v29921,r78981,Madohi Shiroki no Kamikakushi,18,10-30 h,18.596,f,f
v29922,r78844,Chinkamo Twins 2! ~Natsu da! Umi da! Futago no Imouto Oppai Taiketsu da!~,18,2-10 h,4.000,f,f
v29927,r76658,Hiroware Aishite Houshi Shitai ~Ajin Musume to no Ichaero Seikatsu~,18,Unknown,1.806,f,t
v29928,r76668,Shasei no Jikan! ~Boku no Oinari-san wa Babumi Tappuri no Oiroke Onee-san~,18,Unknown,1.075,f,t
v29929,r76674,Conflict Girl,0,2-10 h,8.483,f,f
v29930,r121152,Ore o Hoshigaru Tsuma to Gibo,18,10-30 h,4.350,f,t
v29932,r111081,Kami no Kuni no Mahoutsukai,0,Unknown,9.683,f,f
v29939,r76741,Seed of the Dead,18,Unknown,5.667,f,t
v29954,r76738,Rance Gaiden - Toushin Toshi -,18,Unknown,1.842,f,f
v29958,r76755,Zutto Suki datta Okonomiyaki-ya no Oba-chan ~Osananajimi no Okaa-san ga Hatsukoi Aite~,18,2-10 h,7.050,f,t
v29967,r76776,Hahakogusa,16,0-2 h,0.233,f,f
v29969,r76796,Doll Recollect,15,2-10 h,7.000,f,f
v29970,r76797,Twilight Syndrome ~Saikai~,0,Unknown,7.267,f,f
v29994,r76871,Ariari Anaman Succubus Chi*chin Haeteru Akumakko,18,0-2 h,0.733,f,t
v30010,r85738,Sesshoku,0,Unknown,3.672,f,t
v30012,r82329,"Fuyukara, Kururu.",18,Unknown,17.904,f,f
v30019,r76925,High School Dog Simulator,13,0-2 h,1.500,f,f
v30021,r76929,Kasanashi-san,12,0-2 h,0.167,f,f
v30029,r76423,DraPri Guu-ta-life LOVE + PLUS,18,0-2 h,2.004,f,f
v30055,r109245,ReIn ∞ Alter,15,2-10 h,12.000,f,f
v30116,r77059,Ise-Shima Mystery Annai Itsuwari no Kuroshinju,12,Unknown,3.000,f,f
v30118,r77935,Himukai Chihiro wa Shigoto ga Tsuzukanai,18,2-10 h,5.197,f,t
v30127,r77082,Knights College,0,Unknown,13.500,f,t
v30130,r77086,"GOS01 - Oshioki no Kyouiku Jikan ~Watashi, Kareshi no Tame ni Kyouiku o Ukemasu~",18,0-2 h,5.000,f,t
v30131,r77088,Baikoku Ouki ~Daraku no Mesu Buta Oyako~,18,2-10 h,5.708,f,t
v30132,r115992,Fate/Empire of Dirt,18,30-50 h,17.000,f,f
v30139,r79547,Okusan to Yane no Shita de,18,0-2 h,0.167,f,t
v30145,r77117,Buddy Mission Bond,15,50+ h,44.810,f,f
v30154,r77139,"Buka Ore x Onna Joushi/Kashidashi Play = ??? ~Buka no Ore ni Kashidasareta Hitozuma Onna Joushi, Yukana~",18,Unknown,2.500,f,t
v30157,r77150,Aware wa Shiranai Ko,15,2-10 h,1.750,f,f
v30162,r95148,Nie no Machi -Iro Musubi-,18,10-30 h,29.917,f,f
v30166,r79773,Natsugami-ke ni Okita Koto,18,10-30 h,9.650,f,f
v30170,r77177,Boku One ~End of Summer Days After~,18,10-30 h,6.067,f,t
v30171,r77179,"The End of the Summer ""Saigo no Natsu""",0,0-2 h,0.303,f,f
v30172,r77191,"Does Anybody Really Know What Time It Is? ""Glass no Naka no Shoujo""",0,0-2 h,1.500,f,f
v30175,r77204,B-PROJECT: Ryuusei * Fantasia,12,Unknown,40.125,t,f
v30184,r77224,Secret Agent Kagebana ~Shadow Flower~,18,Unknown,24.394,f,f
v30185,r79611,"Kabe no Mukou no Tsuma no Koe 3 ~Usukabe kara Hibiku Rinjinzuma no Tsuyagoe wa, Itsushika Ai Suru Tsuma no Midareta Yogarigoe e to Kawatteita~",18,10-30 h,9.063,f,t
v30186,r79501,Onii-chan Chou Suki 99 Jikan Ecchi Shiyo!,18,Unknown,3.692,f,t
v30201,r77284,Sasayaki,15,0-2 h,0.333,f,f
v30209,r77297,Kagura Reimeiki ~Keika no Shou~,18,Unknown,3.328,f,f
v30213,r77303,Osananajimi no Iru Kurashi,18,Unknown,3.839,f,f
v30214,r100140,Aikagi 3,18,2-10 h,5.426,f,f
v30215,r77307,Toshishita Kanojo,18,Unknown,14.861,f,f
v30216,r81891,Princess x Princess,18,Unknown,42.467,f,f
v30217,r77310,Sayonara Electric,0,Unknown,0.967,f,f
v30220,r91516,S Kano ~Chotto S na Kanojo wa Suki Desu ka?~,18,Unknown,4.108,f,t
v30227,r78322,Iku Iku ♡ Succubus Saikyouiku ~Rakudai Inma no Koukan Ryuugaku Nisshi~,18,2-10 h,4.927,t,t
v30228,r78729,Amairo Chocolata 2,18,Unknown,33.621,f,f
v30231,r77380,Megasuki! ~Kanojo to Boku no Megane Jijou~ Azumino G Sakurako Hen,18,2-10 h,1.450,f,f
v30232,r78552,Koi x Mitsu ~Yaeneri Saki to Akai Ito no Ouji-sama~,18,Unknown,20.000,f,f
v30234,r78552,Koi x Mitsu ~Kinuori Futaba to Okashi no Kuni no Yakusoku~,18,Unknown,12.128,f,f
v30235,r77408,Sakusei Byoutou ~Seikaku Saiaku no Nurse Shika Inai Byouin de Shasei Kanri Seikatsu~,18,2-10 h,5.084,t,t
v30237,r77397,"Enkou Bakunyuu JK to Shasei Gaman Game - Gaman Dekitara Nama Ecchi, Dekinakattara Genkai Sakusei!!",18,Unknown,3.792,f,t
v30238,r77398,Ren'ai x Royale - Nonoka & Renna & Yuna Mini After Story,18,2-10 h,3.128,f,f
v30239,r77451,Ren'ai x Royale - Mari & Shione & Ao Mini After Story,18,2-10 h,4.067,f,f
v30247,r77429,Tarinai Mono,18,2-10 h,6.117,f,f
v30250,r77447,Megasuki! ~Kanojo to Boku no Megane Jijou~ Toono Shiori Hen,18,0-2 h,1.708,f,f
v30272,r130623,School Rumble: Neru Ko wa Sodatsu.,0,2-10 h,8.033,t,f
v30273,r130624,School Rumble Nigakki: Kyoufu no (?) Natsu Gasshuku! Youkan ni Yuurei Arawaru!? Otakara o Megutte Makkou Shoubu!!! no Maki,0,Unknown,9.850,t,f
v30276,r97136,Chiteki na Jukujo Erorist ~Man'in Densha de Otto ni Kakurete Taninbou Shibori~,18,Unknown,3.000,f,t
v30281,r77537,Destiny Root!,0,0-2 h,0.500,f,f
v30284,r77541,Yayoi Sakura no Sora ni Warae!,0,0-2 h,1.206,f,f
v30287,r81148,Invisible,0,0-2 h,0.783,f,f
v30292,r77559,Growlanser IV  Wayfarer of the Time: Return,12,Unknown,103.000,t,f
v30294,r77563,Moto Yankee Tsuma: Hinako ~Shinshin Tomo ni Kanzen Netori!~,18,2-10 h,6.480,f,t
v30295,r77568,Ichikoi,0,0-2 h,0.839,f,f
v30297,r77570,Koufuku no Lalka,0,0-2 h,2.067,f,f
v30298,r78738,Jukujo no Tadareta Seishun ~Mada Mada Onna o Suteta Wake ja Nai no yo?~,18,0-2 h,3.000,f,t
v30304,r77585,Yuki o Miageru,12,0-2 h,0.292,f,f
v30313,r77605,ALICE×BOYS ~Yume no Kuni to Shounen-tachi~,0,0-2 h,3.917,f,f
v30317,r77618,Tantei Bokumetsu,17,10-30 h,22.938,f,f
v30323,r77633,Mistrium -Kiri no Machi-,0,2-10 h,3.500,f,f
v30334,r77666,Mukashi Mukashi no Koi Monogatari,18,0-2 h,0.500,f,f
v30336,r77670,Man'in Kairaku Densha ~In'yoku no Chikan Junkansen~,18,0-2 h,0.867,f,t
v30355,r90996,Soshite Bokura wa Sekai o Kowasu,15,2-10 h,2.000,f,f
v30359,r77843,Napoleon Shoujo Episode.1 ~Fukanou to Iu Moji no Nai Shoujo~,13,Unknown,1.493,f,f
v30364,r83620,Traumermaid,0,Unknown,4.017,f,f
v30405,r77810,Kanojo wa Tsunderu Fuukiiin,18,Unknown,1.583,f,f
v30423,r75734,Menherafflesia: Flowering Abyss,9,2-10 h,3.923,f,f
v30425,r77857,Ore o Ijimeta Ano Onna o Wakarase ~Saimin Tsukaware Buzama Sarashite Ahegao Dogeza no Honki Shazai~,18,Unknown,2.000,f,t
v30449,r77908,Iede Shounen Hokoro-kun,12,0-2 h,0.356,f,f
v30453,r77916,Hidamari no Gogo ~Boku to Onee-chan no Himitsu Nikki♪~,18,Unknown,1.983,f,f
v30456,r78196,HajiLove -Making * Lovers-,18,10-30 h,21.174,f,f
v30457,r77930,Isekai ni Tensei Shitara Densetsu no Yuusha (Uke) Deshita!?,0,2-10 h,7.783,f,f
v30458,r92462,"Gaman ga Dekinai Doutei Aniki to, Sunao ni Narenai Hankou Imouto",18,Unknown,7.587,f,f
v30461,r91392,Mainichi Kiss Shite Lolita,18,Unknown,6.074,f,t
v30468,r77969,Immediate,0,0-2 h,2.000,f,f
v30476,r77986,Kaidan Kaidan,0,0-2 h,0.967,f,f
v30480,r78006,Tokinagare,0,10-30 h,19.000,f,f
v30490,r79420,~Makai de Maid~ Akuma to Tenshi to Yuusha no Himitsu no Kissaten,18,2-10 h,5.533,f,f
v30491,r78036,Tamayorihime,0,0-2 h,1.750,f,f
v30497,r78047,Chikyuu Saigo no Tsundere,0,0-2 h,0.167,f,f
v30504,r78062,Yuuka Poolside,12,0-2 h,1.167,f,f
v30515,r78087,Kairaku Ochi Suru Anezuma ~Otto no Tame ni Midara na Youkyuu ni Sakaraenai~,18,0-2 h,2.375,f,t
v30533,r80957,Lilium Wedding Plan,18,2-10 h,2.839,f,f
v30544,r78187,Harem Night ~Futari no Neko to Okosamazukuri!?~,18,0-2 h,1.541,f,t
v30550,r78202,Nisanka Tellur,0,2-10 h,0.800,f,f
v30560,r78225,Josou de Sennyuu! Futanari Senmon Esute ~Ochitara Ikenai Gokujou Massage~,18,Unknown,5.000,f,t
v30571,r78255,Imouto-chan to! With my little sister!,18,0-2 h,0.244,f,t
v30583,r78280,Akuma no An'yo,18,0-2 h,0.083,f,t
v30589,r98840,Fuyou no Joudo ni Okitamau,18,0-2 h,2.939,f,f
v30599,r79503,Gyarukano! ~Wagamama Body na Honpou Kanojo~,18,Unknown,3.829,f,t
v30616,r211,ToHeart,0,10-30 h,41.140,t,f
v30626,r78458,Mystery House,0,0-2 h,0.517,f,f
v30647,r75261,Tsuki Kidou Kaisen ~Saisho no Tokushu Sengihei-tachi~,18,Unknown,1.695,f,f
v30649,r78714,DraPri Guu-ta-life 2,18,2-10 h,4.944,f,f
v30672,r78565,Saimin Tanetsuke Jugyou,18,Unknown,435.983,f,f
v30683,r78598,Omega no Shikai -Aki Kaketa Shiki no Ai: Zan-,15,Unknown,15.375,f,f
v30699,r78651,Hazama Tasogare,12,2-10 h,12.000,f,f
v30700,r99038,Iede Gyaru o Hirotta node Sodatetemita,18,2-10 h,13.000,f,t
v30704,r78665,Kitto Zenbu Watashi no Sei,0,0-2 h,0.602,f,f
v30715,r80539,Fuyu Kiss,18,10-30 h,19.337,f,f
v30724,r79828,Yuukyuu no Campanella,18,Unknown,21.500,f,f
v30725,r78812,"Ore Dake ni Bitch na Itoko wa, Yankee-kei Otoko no Ko! Zutto Issho na Vacation!",18,Unknown,1.550,f,f
v30726,r78725,Ryuusei World Actor: Badge & Dagger,18,2-10 h,10.344,f,f
v30727,r79866,Asagao wa Ai o Shiranai.,18,2-10 h,10.060,f,t
v30747,r78783,Pawahara Kuso Onna Joushi o Wakarase ~Bijin Kakarichou wa Ore no Kyokanashi de wa Unko Dekinai~,18,Unknown,2.000,f,t
v30771,r79956,Role player: Okayu Shimai no Nenmaku Portrait - Gurigucha LIVE!,18,10-30 h,11.668,f,t
v30777,r78860,Slow Damage: Clean Dishes,18,Unknown,5.517,f,f
v30784,r78871,Imouto-chan to! Onsen ni,18,0-2 h,0.217,f,t
v30787,r78878,Ore wa Gibo ni Netorareru ~Watashi-tachi mo Misetsukete Yareba Ii no yo...~,18,2-10 h,3.800,f,t
v30788,r78880,Toumei Oyaji no Stealth NTR ~Shinjin Announcer ni Mienai Bokki de Tanetsuke Sekkyou Hame~,18,2-10 h,1.846,f,t
v30793,r79972,Icha x2 Study,18,2-10 h,25.196,f,f
v30798,r80581,Ai Suru Tsuma to 10-nin no Kako Otoko,18,Unknown,3.000,f,f
v30801,r78916,"Ukkarikon ~Mezametara, Wakeari Joushi no Tsuma Deshita~",17,Unknown,47.500,f,f
v30807,r79280,SLEEPLESS ~A Midsummer Night's Dream~,18,2-10 h,11.739,t,t
v30809,r78929,Kyodai Joshi Sumo-bu ni Nyuubu Suru Dake,18,Unknown,0.133,f,f
v30810,r78930,Kiken Kuiki Shoujo,18,Unknown,0.617,f,t
v30811,r78933,○mouto Work! Ko○naka ni Ochin○n Hoshii no Onii-chan!,18,Unknown,1.867,f,t
v30812,r81302,Neko Para -Catboys Paradise-,0,2-10 h,4.283,f,f
v30835,r82153,"Nemurenu Hitsuji to Kodoku na Ookami -A Tale of Love, and Cutthroat- Gaiden",18,Unknown,5.608,f,f
v30837,r78980,Kanda Alice mo Suiri Suru.,12,Unknown,13.383,f,f
v30839,r78984,Kashikoki no Kami,0,0-2 h,2.000,f,f
v30856,r79032,Hitozuma Lovely Moment,18,2-10 h,2.820,f,t
v30875,r79095,Meitantei Conan: Phantom Rhapsody,12,10-30 h,9.683,t,f
v30888,r79123,Coding Lovers ~Bartender to Haitoku-teki na Koi~,0,Unknown,1.500,f,f
v30895,r87091,Low na Imouto ni Succubus ga Toritsuita node Tanetsuke Yoyuu deshita.,18,Unknown,10.889,f,f
v30903,r79157,TwinEgg ~Kyouki no Mura to Futatsu no Kami~,0,2-10 h,9.000,f,f
v30904,r79504,Kouki na Bakunyuu Elf Himekishi o Wakarase! Mesu Kobi Haramase Ana ni Suru Seikatsu,18,Unknown,2.583,f,t
v30920,r87617,Radiant Tale,12,30-50 h,40.230,f,f
v30922,r79208,U-ena -Toohanabi no Shoujo-,0,2-10 h,14.506,f,f
v30925,r125536,Ooe,0,30-50 h,39.804,f,f
v30926,r79213,Diva & Gunshot -Utahime to Juusei-,0,2-10 h,6.000,f,f
v30928,r79222,Henkyou no Onna Senshi,18,Unknown,0.133,f,f
v30937,r84386,Yuru Camp△ - Have a Nice Day!,0,Unknown,7.000,t,f
v30946,r79275,Utsuro Nikki,12,2-10 h,1.317,f,f
v30949,r85146,Shin Hayarigami 3,18,Unknown,45.500,f,f
v30969,r84714,Hanagane Kanade * Gram - Chapter:1 Kozakura Yui,18,Unknown,8.292,f,f
v30970,r79334,Rurizakura,0,2-10 h,3.467,f,f
v30977,r79349,Kago no Machi,0,0-2 h,3.000,f,f
v30998,r96961,Dorei Himekishi to Dorei Jijo to no Slow Life,18,2-10 h,6.669,f,t
v31001,r79403,Kakuriyo no Saiyaku to Utsushiyo no Ikusabime ~Kirie Hen~,18,Unknown,5.500,f,f
v31002,r82400,Ore no Cupid ga Ponkotsu Sugite Kowa~i.,18,Unknown,20.610,f,f
v31003,r116394,Imouto to Kanojo - Sorezore no Sentaku,18,Unknown,46.563,f,f
v31005,r79421,"Nyotai-ka Hero no Torishimari! Ore-sama wa ""Watashi"" ni Nanka Naranai shi. ~Aku no Soshiki ga Chijoku Zenkai Lesson~",18,Unknown,2.667,f,t
v31006,r124153,"Immoral Quartet ~4-nin no Seiyoku ga Karamiau, Ai to Netorare no Monogatari~",18,2-10 h,7.313,f,t
v31007,r79432,SuccuSeka ~Yuuwaku ni Makenaide: Succubus ni Kanri Sareta Sekai de~,18,2-10 h,5.667,f,f
v31017,r79461,Imouto Noroi,0,0-2 h,0.333,f,f
v31032,r79495,Tsun DraCsuicide ~Kyuuseishu wa Minimum Bishoujo Kyuuketsuki!?~,18,Unknown,5.000,f,t
v31035,r80793,Toriko no Shimai ~Midara ni Moteasobareru Unmei no Mayoigo~,18,Unknown,14.742,f,t
v31037,r82779,Kutsujoku 3,18,10-30 h,18.000,f,t
v31042,r79537,"Migawari Kanojo ~Watashi, Shin'yuu o Mamoru Tame ni Bitch na Gyaru ni Narimasu!~",18,Unknown,2.172,f,t
v31043,r79545,Asa to Sex to Kana-oba-san,18,0-2 h,0.350,f,t
v31044,r79620,Ore o Mikudasu Celeb Tsuma no Do M Ganbou Shinkankaku Animation Novel Tsuma Kan 2,18,0-2 h,0.725,f,f
v31045,r85526,"Game (=Eroge) Mitai na, Suteki na Koi ga Shitai!",18,Unknown,19.000,f,f
v31055,r83699,Hentai Prison,18,50+ h,54.820,f,f
v31058,r79580,Tenshi no E no Mukougawa,0,2-10 h,3.000,f,f
v31061,r79588,Bokkateki na Ameagari no Sekai de,0,2-10 h,5.000,f,f
v31065,r79633,Secret Agent - Mini Game 3-bon Pack,18,Unknown,3.000,f,f
v31071,r79622,Itsuka Shouri no Otakebi o,0,2-10 h,3.000,f,f
v31076,r116885,Hakkenden,18,Unknown,37.950,f,f
v31077,r79643,Ichaloli! ~Toshishita no Kanojo to Ichaicha suru Nichijou~,18,2-10 h,0.583,f,f
v31078,r79647,"Steins;Gate x Sanrio Characters ""Kaikou Souguu no Goldig Party""",0,0-2 h,0.364,f,f
v31083,r87370,World's End Club,12,10-30 h,13.436,f,f
v31090,r76695,Isekai Sakaba no Sextet ~Vol.2 Adventurer's Days~,17,2-10 h,4.347,f,f
v31091,r77936,Isekai Sakaba no Sextet ~Vol.3 Postlude Days~,17,2-10 h,4.499,f,f
v31093,r79680,Onii-chan to H Shitai yo!,18,2-10 h,3.500,f,t
v31095,r79686,Haishin,17,2-10 h,6.485,f,f
v31103,r79700,Kemomimi Musume-tachi ga Iyashite Kureru Kozukuri Onsen'yado,18,Unknown,3.258,f,t
v31115,r80629,Majo-gari no Shikkin Gakuen ~Kinbaku Sareta Reijou no Seisui~,18,Unknown,10.000,f,t
v31117,r79769,Inaka de Katekyo,18,Unknown,6.000,f,f
v31118,r79771,Akanemachi Kitan,0,2-10 h,8.000,f,f
v31120,r79777,****gakusei to Kekkon Shitara.. Shinjirarenai Kurai Jinsei ga Tanoshii!!,18,Unknown,0.906,f,t
v31123,r79784,Himekishi Do Gehin Haiboku Jinsei,18,2-10 h,2.283,f,t
v31125,r82326,Omoide Kakaete Ai ni Koi!!,18,Unknown,31.064,f,f
v31130,r79810,Matching Appli de Deaichuu Shitemita,0,0-2 h,2.000,f,f
v31136,r81770,Sousaku Kanojo no Ren'ai Koushiki,18,Unknown,24.937,f,f
v31138,r81479,Oshi no Love yori Koi no Love ~Love or Die~,0,2-10 h,3.560,f,f
v31145,r79865,Torikago Seven Days,15,2-10 h,2.937,f,f
v31155,r79887,Minazuki Natsuki wa Kashidashichuu!,18,Unknown,1.000,f,t
v31157,r1679,Higurashi no Naku Koro ni: Console Arcs,17,50+ h,103.531,t,f
v31165,r128595,MOOZ,12,0-2 h,2.000,f,f
v31166,r79925,Kanojo-kei Seimei Shinkaron Perfect☆Girl,0,0-2 h,3.692,f,f
v31177,r80205,Momiji to One Room ~Toaru Natsu no Ichinichi~,18,Unknown,2.070,f,f
v31178,r79958,Asahi to One Room ~Toaru Natsu no Ichinichi~,18,Unknown,2.200,f,f
v31181,r79974,Tsuma no Kyonyuu Ane to Tsundere Imouto kara no Inmitsu Yuuwaku ~Barete wa Ikenai Kateinai Furin~,18,0-2 h,1.958,f,t
v31202,r80026,"Deriheru Yondara Onna Tomodachi Dattan da ga!? ~Arui wa, Haru o Uru Shoujo ni Tsuite~",18,Unknown,1.100,f,f
v31210,r80046,Elf no Oyome-san ~Harem Kon Suishou~,18,Unknown,17.175,f,t
v31212,r80048,Tsuyuchiru Letter ~Umi to Shiori ni Amaoto o~,0,2-10 h,10.272,f,f
v31252,r80131,"Tamashii, Kaitorimasu",12,Unknown,3.500,f,f
v31262,r83295,Monkeys!¡,18,Unknown,22.958,f,f
v31266,r84530,Psychic Eclipse,0,Unknown,20.167,f,f
v31267,r80167,Taishou,15,0-2 h,3.000,f,f
v31270,r80174,Fitness Resort kara no Dasshutsu,18,2-10 h,4.083,f,f
v31271,r80175,Snow Lodge kara no Dasshutsu -Escape After Sex 3-,18,2-10 h,5.000,f,f
v31272,r107508,Nee Nee Nee,18,10-30 h,17.667,f,t
v31277,r80192,Imouto ga Onaho ni Ochita Yoru,18,Unknown,0.500,f,f
v31286,r80204,"Koe ni Koi Shite, Koikogare!",18,2-10 h,5.658,f,t
v31303,r80233,Daisuki -The her Adonis-,15,0-2 h,0.359,f,f
v31308,r80249,MINDHACK,0,Unknown,3.000,f,f
v31309,r80253,Yonaga-sama,0,0-2 h,2.500,f,f
v31324,r80297,Gyakuten Vocaloid,12,2-10 h,4.067,f,f
v31333,r80324,Aku no Soshiki no Ikiokure Onna Kanbu o Haramase Onaho ni Suru Sentouin Seikatsu,18,Unknown,2.800,f,t
v31334,r80326,Iyasou na Kao Shite Kozukuri Sasete Kureru Toshiue Cool Maid o Aherasete Mesuana ni Suru Hanashi,18,Unknown,0.806,f,t
v31336,r81439,Muchimuchi Dekapai Marakui Okitsune-sama & Otanuki-sama to Noukou Koubi Shimakuri Hame Pako Inaka Gurashi.,18,2-10 h,5.533,f,t
